epoch,step,test/acc,test/class_loss,test/forecast_loss,test/loss,test/mae,test/mape,test/mse,test/norm_mae,test/norm_mse,test/recon_loss,test/smape
0,0,1.0,1.8858720068237744e-05,1.5413415431976318,1.541343331336975,147.66758728027344,2.9386160373687744,110239.2734375,0.5044642090797424,1.5413259267807007,-1.0,0.6409853100776672
