epoch,step,test/acc,test/class_loss,test/forecast_loss,test/loss,test/mae,test/mape,test/mse,test/norm_mae,test/norm_mse,test/recon_loss,test/smape
0,0,1.0,1.8881039068219252e-05,1.541278600692749,1.5412806272506714,147.67555236816406,2.9385151863098145,110238.21875,0.5044876337051392,1.541263222694397,-1.0,0.6409928798675537
