epoch,step,test/acc,test/channel_0_mae,test/channel_0_mape,test/channel_0_mse,test/channel_0_norm_mae,test/channel_0_norm_mse,test/channel_0_smape,test/channel_1_mae,test/channel_1_mape,test/channel_1_mse,test/channel_1_norm_mae,test/channel_1_norm_mse,test/channel_1_smape,test/class_loss,test/forecast_loss,test/loss,test/recon_loss
0,0,1.0,200.56321716308594,0.4810314476490021,80446.828125,0.6246463060379028,0.7803242206573486,0.20257575809955597,94.77198028564453,5.396202564239502,140031.78125,0.38428187370300293,2.302327871322632,1.0793942213058472,1.8858720068237744e-05,1.5413415431976318,1.541343331336975,-1.0
